vendor_id,pickup_date,pickup_hour,day_name,is_weekend,day_num,avg_distance,avg_fare,avg_tip,avg_duration_minutes,avg_speed_kmh,sum_passenger,avg_passenger,total_trip,total_revenue,min_transaction,max_transaction,std_transaction
2,2016-04-29,20,Friday,0,5,4.39,12.11,1.8,13.65,17.97,2563,1.99,1287,19839.98,4.3,70.01,10.4
1,2016-04-29,21,Friday,0,5,4.25,12.01,1.68,13.81,17.41,1552,1.39,1118,16874.25,4.3,70.0,9.18
1,2016-04-30,0,Saturday,1,6,4.97,13.1,1.72,14.33,19.64,1298,1.4,924,15010.78,4.3,69.99,10.28
2,2016-04-30,2,Saturday,1,6,4.96,12.14,1.61,11.99,23.27,1512,2.05,736,11123.26,4.3,54.8,8.72
2,2016-04-30,4,Saturday,1,6,5.94,13.38,1.42,11.93,27.15,708,2.22,319,5176.29,3.8,61.8,10.49
2,2016-04-30,9,Saturday,1,6,4.01,10.49,1.24,10.37,21.88,1625,2.05,793,10050.28,4.3,64.19,8.24
1,2016-04-30,12,Saturday,1,6,3.5,10.53,1.31,11.99,17.0,1208,1.32,913,11635.61,3.8,70.01,7.82
1,2016-04-30,17,Saturday,1,6,4.0,11.93,1.46,14.03,16.69,1384,1.4,992,14293.14,3.3,69.99,9.51
1,2016-04-30,19,Saturday,1,6,3.79,11.67,1.49,14.06,15.6,1781,1.46,1218,17250.62,3.8,69.99,8.7
2,2016-04-30,21,Saturday,1,6,4.18,11.6,1.54,13.09,18.33,2507,2.1,1192,17333.35,4.8,70.01,8.85
1,2016-04-30,22,Saturday,1,6,4.27,11.85,1.58,13.37,18.27,1653,1.43,1153,17099.89,4.3,70.0,8.99
1,2016-04-30,23,Saturday,1,6,4.46,12.22,1.64,13.85,18.4,1668,1.49,1121,17112.79,4.3,69.99,8.53
2,2016-05-01,1,Sunday,1,7,4.81,12.06,1.68,12.39,21.84,2281,1.96,1163,17550.07,4.3,59.34,8.63
2,2016-05-01,3,Sunday,1,7,5.15,12.13,1.59,11.4,25.22,1464,2.11,694,10461.68,4.3,51.34,8.5
1,2016-05-01,5,Sunday,1,7,7.13,15.26,1.43,12.66,30.53,187,1.31,143,2587.56,4.3,61.8,12.17
1,2016-05-01,6,Sunday,1,7,7.32,15.83,1.66,11.79,33.07,181,1.12,162,3034.23,4.3,69.99,15.09
1,2016-05-01,7,Sunday,1,7,5.34,12.37,1.68,10.58,27.35,260,1.2,216,3313.76,4.3,69.99,13.07
1,2016-05-01,8,Sunday,1,7,4.46,11.43,1.32,10.86,23.11,469,1.2,392,5378.74,3.8,69.99,10.45
2,2016-05-01,10,Sunday,1,7,3.79,10.26,1.36,10.49,20.61,1777,1.91,930,11720.41,3.8,70.34,9.08
1,2016-05-01,11,Sunday,1,7,4.1,11.02,1.46,11.5,19.73,1128,1.29,873,11815.77,3.8,69.99,10.55
2,2016-05-01,13,Sunday,1,7,4.02,10.79,1.39,11.34,19.71,2329,2.07,1127,14898.7,3.3,70.01,10.04
2,2016-05-01,14,Sunday,1,7,4.56,11.84,1.55,12.5,19.68,2062,1.99,1034,15034.04,3.8,70.01,11.93
2,2016-05-01,15,Sunday,1,7,4.58,11.99,1.51,12.65,19.6,2030,2.04,997,14567.81,3.8,70.01,11.63
2,2016-05-01,16,Sunday,1,7,4.14,11.17,1.43,12.09,18.83,2303,2.1,1096,14940.97,3.8,70.01,10.48
1,2016-05-01,18,Sunday,1,7,4.43,11.6,1.65,12.28,19.15,1256,1.37,918,13224.6,4.3,70.0,11.43
1,2016-05-01,20,Sunday,1,7,4.67,11.79,1.67,11.97,20.95,1015,1.36,746,11225.36,3.8,70.0,11.27
2,2016-05-02,0,Monday,0,1,7.28,15.28,1.86,12.4,31.29,657,1.94,338,6352.88,4.3,70.01,13.07
1,2016-05-02,1,Monday,0,1,5.37,12.52,1.33,10.59,27.72,231,1.25,185,2831.56,4.3,64.34,10.32
1,2016-05-02,10,Monday,0,1,4.09,12.36,1.66,14.7,15.41,877,1.19,740,11213.74,3.8,69.99,10.83
2,2016-05-02,12,Monday,0,1,4.68,13.26,1.81,15.21,16.31,1771,2.01,882,14373.85,3.8,70.01,12.85
1,2016-05-02,13,Monday,0,1,4.11,12.12,1.59,13.72,16.09,981,1.22,801,11844.63,3.8,69.99,11.24
1,2016-05-02,14,Monday,0,1,3.99,11.85,1.44,13.69,15.7,1015,1.23,824,11818.48,4.3,70.34,10.32
1,2016-05-02,15,Monday,0,1,4.13,11.9,1.54,13.67,15.86,1084,1.28,846,12358.8,3.8,70.34,11.4
1,2016-05-02,16,Monday,0,1,3.59,10.92,1.54,12.87,15.83,974,1.25,779,11263.86,4.8,55.6,8.74
2,2016-05-02,17,Monday,0,1,4.17,11.83,1.58,13.69,17.24,2127,2.1,1012,15610.74,5.3,60.36,9.89
2,2016-05-02,19,Monday,0,1,4.14,11.19,1.65,12.03,19.14,2245,2.0,1125,16639.28,4.8,62.16,9.07
2,2016-05-02,22,Monday,0,1,5.4,13.03,1.93,12.72,23.57,2089,2.01,1041,17148.06,4.8,70.01,10.91
2,2016-05-02,23,Monday,0,1,5.4,12.78,1.97,12.43,24.02,1521,1.91,797,13044.09,4.3,70.01,11.39
2,2016-05-03,0,Tuesday,0,2,5.29,12.5,1.84,12.06,24.29,937,1.97,476,7484.83,4.3,63.36,10.41
1,2016-05-03,1,Tuesday,0,2,5.7,12.92,1.74,11.66,26.1,327,1.17,279,4488.16,4.3,69.99,11.27
1,2016-05-03,3,Tuesday,0,2,6.44,14.22,1.43,12.8,27.02,151,1.36,111,1881.61,4.8,55.8,11.07
1,2016-05-03,10,Tuesday,0,2,3.47,12.27,1.64,16.33,12.31,1017,1.16,873,13008.76,3.3,69.99,9.85
2,2016-05-03,12,Tuesday,0,2,3.67,12.56,1.7,16.39,12.6,1985,2.05,968,14835.06,3.8,70.01,10.76
1,2016-05-03,13,Tuesday,0,2,3.89,12.81,1.69,16.41,13.06,1016,1.21,839,13063.88,3.8,69.99,10.57
1,2016-05-03,14,Tuesday,0,2,4.01,12.73,1.7,15.95,13.71,1230,1.22,1011,15726.02,3.8,69.99,11.72
1,2016-05-03,15,Tuesday,0,2,3.77,12.0,1.45,15.02,13.84,1156,1.27,913,13328.6,4.3,70.0,10.45
1,2016-05-03,16,Tuesday,0,2,3.55,11.43,1.56,14.2,14.4,918,1.2,762,11408.53,4.3,64.59,9.49
2,2016-05-03,17,Tuesday,0,2,3.82,11.85,1.69,14.68,15.1,2353,1.95,1205,18709.01,4.8,65.81,9.77
2,2016-05-03,19,Tuesday,0,2,4.05,11.38,1.78,12.94,17.71,2522,1.96,1289,19507.53,4.8,66.0,8.91
2,2016-05-03,22,Tuesday,0,2,4.91,12.58,1.92,13.36,20.97,2342,2.08,1127,18003.3,4.3,70.01,10.06
2,2016-05-03,23,Tuesday,0,2,5.51,13.29,1.89,13.35,23.14,1672,2.06,810,13517.17,4.8,70.01,10.84
2,2016-05-04,1,Wednesday,0,3,5.3,12.15,1.66,11.08,27.2,639,2.15,297,4518.03,4.8,70.01,8.76
2,2016-05-04,3,Wednesday,0,3,5.47,12.46,1.2,11.05,27.21,222,2.22,100,1507.54,4.3,49.84,9.22
1,2016-05-04,5,Wednesday,0,3,5.56,12.71,1.64,10.09,29.45,195,1.07,183,2913.01,4.3,69.99,14.02
1,2016-05-04,6,Wednesday,0,3,4.25,10.57,1.55,9.83,23.44,577,1.11,518,6837.9,3.8,69.99,9.97
1,2016-05-04,7,Wednesday,0,3,3.84,11.01,1.62,12.44,17.49,1032,1.1,934,12703.19,3.8,69.99,9.53
1,2016-05-04,8,Wednesday,0,3,3.78,12.02,1.88,14.83,14.5,1154,1.11,1042,15515.15,4.3,69.99,10.11
2,2016-05-04,10,Wednesday,0,3,3.81,12.51,1.75,15.82,14.12,1939,1.98,981,15031.64,3.8,63.41,10.25
1,2016-05-04,11,Wednesday,0,3,3.77,12.56,1.65,15.91,13.4,1028,1.15,891,13582.8,4.3,65.0,10.36
2,2016-05-04,13,Wednesday,0,3,3.95,12.76,1.7,16.01,13.83,2115,2.04,1037,16122.81,3.8,70.01,10.81
2,2016-05-04,14,Wednesday,0,3,3.95,12.83,1.86,16.82,13.07,2086,2.06,1013,15968.95,3.8,70.01,10.89
2,2016-05-04,15,Wednesday,0,3,3.6,12.19,1.68,16.16,12.72,1964,1.88,1043,15607.46,3.8,70.01,10.4
2,2016-05-04,16,Wednesday,0,3,3.47,11.52,1.63,15.04,13.65,1696,2.05,826,12532.96,4.8,66.41,9.83
1,2016-05-04,18,Wednesday,0,3,3.41,11.38,1.7,14.87,13.54,1441,1.24,1160,17404.57,4.3,69.39,8.37
1,2016-05-04,20,Wednesday,0,3,4.41,11.81,1.83,12.95,18.71,1328,1.2,1104,16742.31,4.3,70.34,9.62
2,2016-05-05,0,Thursday,0,4,5.83,13.6,1.87,13.26,24.72,1192,1.98,603,10216.78,4.3,70.01,11.24
1,2016-05-05,1,Thursday,0,4,5.71,13.09,1.61,11.95,26.26,422,1.24,340,5472.69,5.3,69.99,10.43
1,2016-05-05,3,Thursday,0,4,5.68,12.81,1.3,10.94,28.91,156,1.22,128,1977.31,5.3,52.8,9.15
1,2016-05-05,10,Thursday,0,4,3.75,12.42,1.77,15.76,13.68,1060,1.15,920,14017.77,3.8,68.34,9.93
2,2016-05-05,12,Thursday,0,4,4.17,13.11,1.8,16.35,14.07,2019,2.01,1003,16077.87,3.8,70.01,11.39
1,2016-05-05,13,Thursday,0,4,4.18,13.27,1.82,16.71,13.9,1059,1.21,875,14154.07,3.8,69.99,11.21
1,2016-05-05,14,Thursday,0,4,4.02,12.87,1.67,16.38,13.57,1180,1.21,976,15210.67,3.8,69.99,10.78
1,2016-05-05,15,Thursday,0,4,3.76,12.53,1.63,16.31,13.0,1185,1.24,958,14678.13,3.8,62.19,10.11
1,2016-05-05,16,Thursday,0,4,3.69,12.32,1.59,16.01,13.16,998,1.25,800,12737.27,4.8,66.95,10.43
2,2016-05-05,17,Thursday,0,4,3.55,11.88,1.69,15.55,13.74,2058,2.0,1030,16016.43,3.8,66.84,9.4
2,2016-05-05,19,Thursday,0,4,3.89,11.41,1.75,13.44,16.64,2935,2.01,1457,22045.12,4.8,59.16,8.7
2,2016-05-05,22,Thursday,0,4,5.17,13.72,2.18,15.49,19.52,2758,2.1,1314,22842.34,4.8,70.34,11.24
2,2016-05-05,23,Thursday,0,4,5.51,13.95,2.05,15.15,20.7,2383,2.03,1173,20512.36,4.3,70.01,11.13
2,2016-05-06,0,Friday,0,5,5.26,12.95,1.87,13.39,22.31,1901,2.03,936,15262.89,4.8,70.01,10.26
1,2016-05-06,1,Friday,0,5,5.12,12.43,1.67,12.2,23.34,777,1.28,606,9351.97,4.3,69.99,9.3
1,2016-05-06,3,Friday,0,5,5.12,12.06,1.21,11.33,25.38,360,1.25,288,4206.54,4.8,52.55,8.59
1,2016-05-06,10,Friday,0,5,3.58,12.59,1.57,16.67,12.59,1087,1.18,920,13924.02,3.3,68.34,9.6
2,2016-05-06,12,Friday,0,5,3.62,12.32,1.63,15.97,12.93,1951,2.06,945,14113.99,3.3,70.01,10.17
1,2016-05-06,13,Friday,0,5,3.94,12.53,1.61,15.7,13.8,1038,1.22,849,12946.73,3.8,69.99,11.08
1,2016-05-06,14,Friday,0,5,3.74,12.32,1.64,15.82,13.54,1120,1.27,880,13191.83,3.8,69.99,10.14
1,2016-05-06,15,Friday,0,5,3.87,12.73,1.61,16.55,13.31,1120,1.27,882,13692.57,4.3,69.99,11.09
1,2016-05-06,16,Friday,0,5,3.71,12.08,1.67,15.39,14.07,899,1.23,730,11532.8,4.8,64.34,10.5
2,2016-05-06,17,Friday,0,5,4.0,12.22,1.73,15.26,15.18,2050,1.94,1055,16879.1,4.8,60.36,10.5
2,2016-05-06,19,Friday,0,5,3.75,11.27,1.64,13.41,15.99,2928,2.02,1451,21551.62,4.8,63.41,8.52
2,2016-05-06,22,Friday,0,5,4.74,12.66,1.74,14.02,19.18,2483,1.94,1279,20321.12,4.3,70.01,10.41
2,2016-05-06,23,Friday,0,5,4.65,12.52,1.69,14.02,19.48,2329,2.03,1148,18025.65,4.3,70.01,9.59
2,2016-05-07,1,Saturday,1,6,5.09,12.6,1.81,13.06,22.14,1902,2.05,926,14632.02,4.3,70.01,9.74
2,2016-05-07,3,Saturday,1,6,5.28,12.38,1.53,11.76,25.02,1106,2.04,542,8295.23,4.3,64.34,9.03
1,2016-05-07,5,Saturday,1,6,6.29,13.87,1.13,11.43,29.56,184,1.17,157,2598.63,4.8,63.35,12.52
1,2016-05-07,6,Saturday,1,6,5.83,13.01,1.55,10.76,29.64,285,1.13,252,3953.84,4.3,69.99,12.71
1,2016-05-07,7,Saturday,1,6,5.2,12.07,1.48,10.24,26.88,378,1.13,336,4942.88,3.8,69.99,11.68
1,2016-05-07,8,Saturday,1,6,4.44,11.07,1.4,10.12,23.48,626,1.19,524,7067.53,3.8,63.35,10.05
2,2016-05-07,10,Saturday,1,6,4.08,10.85,1.4,11.14,20.63,2071,1.94,1067,14155.5,3.8,70.01,9.4
1,2016-05-07,11,Saturday,1,6,3.56,10.39,1.37,11.35,17.92,1225,1.28,955,12106.28,3.8,69.99,7.86
2,2016-05-07,13,Saturday,1,6,3.93,11.36,1.45,12.79,17.53,2537,2.09,1214,16731.28,4.3,70.01,9.48
2,2016-05-07,14,Saturday,1,6,4.27,11.9,1.44,13.42,17.88,2397,2.08,1150,16590.93,4.3,70.01,10.42
2,2016-05-07,15,Saturday,1,6,4.16,11.83,1.52,13.71,17.33,2282,1.97,1156,16588.91,3.8,70.01,10.17
2,2016-05-07,16,Saturday,1,6,4.13,11.72,1.39,13.39,17.65,1952,2.05,950,13399.25,3.8,70.01,9.98
1,2016-05-07,18,Saturday,1,6,3.63,11.05,1.36,13.03,16.29,1498,1.4,1073,14336.97,3.8,71.79,8.53
1,2016-05-07,20,Saturday,1,6,3.86,11.25,1.43,12.93,17.36,1484,1.38,1072,15088.48,4.3,68.34,8.19
2,2016-05-08,0,Sunday,1,7,4.48,11.88,1.64,12.96,20.46,2364,2.06,1150,17113.45,3.8,58.56,8.43
1,2016-05-08,1,Sunday,1,7,4.79,12.16,1.64,12.73,21.51,1257,1.37,917,13936.25,3.8,58.34,8.37
1,2016-05-08,3,Sunday,1,7,5.39,12.62,1.57,11.81,25.54,817,1.39,589,9165.8,4.3,69.99,9.06
1,2016-05-08,10,Sunday,1,7,3.99,10.32,1.36,9.84,22.29,1142,1.34,853,10807.73,3.8,70.0,9.11
2,2016-05-08,12,Sunday,1,7,4.27,11.33,1.38,11.98,19.82,2202,2.1,1047,14408.03,3.8,70.01,10.13
1,2016-05-08,13,Sunday,1,7,4.55,12.18,1.56,13.19,18.93,1259,1.42,886,13126.73,3.8,69.99,11.24
1,2016-05-08,14,Sunday,1,7,4.27,11.82,1.52,13.35,17.62,1456,1.43,1017,14692.11,3.8,69.99,11.1
1,2016-05-08,15,Sunday,1,7,4.25,11.88,1.51,13.7,17.39,1259,1.4,899,12990.63,4.3,70.0,10.14
1,2016-05-08,16,Sunday,1,7,4.29,11.83,1.51,13.35,17.99,1128,1.35,833,12061.46,3.8,69.99,10.68
2,2016-05-08,17,Sunday,1,7,5.11,13.17,1.74,14.68,19.29,1946,2.03,958,15415.67,4.3,70.01,12.72
2,2016-05-08,19,Sunday,1,7,4.69,12.07,1.56,12.89,20.02,1859,1.98,941,13847.31,3.8,70.01,11.68
2,2016-05-08,22,Sunday,1,7,5.42,12.91,1.76,12.72,23.39,1492,2.04,731,11888.06,4.3,70.01,12.06
2,2016-05-08,23,Sunday,1,7,6.88,14.97,1.87,13.19,28.04,1096,1.98,554,10255.26,4.3,70.01,13.37
1,2016-05-09,0,Monday,0,1,5.79,13.17,1.66,11.51,27.22,431,1.25,345,5627.91,4.8,70.34,11.52
2,2016-05-09,2,Monday,0,1,4.58,10.75,1.1,9.64,28.3,202,1.74,116,1525.21,4.8,37.56,6.54
2,2016-05-09,4,Monday,0,1,7.68,15.69,1.58,11.68,34.39,186,2.09,89,1711.88,4.3,61.34,13.86
2,2016-05-09,9,Monday,0,1,4.22,12.51,1.71,14.92,15.77,1806,2.01,897,13762.73,3.8,70.01,11.11
1,2016-05-09,12,Monday,0,1,4.01,12.13,1.57,14.25,15.46,894,1.18,758,11216.53,3.8,70.34,11.41
1,2016-05-09,17,Monday,0,1,3.62,11.07,1.53,13.16,15.97,1063,1.23,862,12551.89,4.3,65.79,9.11
1,2016-05-09,19,Monday,0,1,3.8,10.64,1.62,11.36,18.85,1191,1.21,985,13906.71,4.8,63.35,8.28
2,2016-05-09,21,Monday,0,1,4.95,12.33,1.87,12.34,22.22,2267,2.03,1116,17558.46,4.3,70.01,10.29
1,2016-05-09,22,Monday,0,1,5.24,12.74,1.93,12.42,23.1,979,1.25,785,12737.52,3.8,69.99,10.98
1,2016-05-09,23,Monday,0,1,5.46,12.79,1.95,12.11,24.72,732,1.26,583,9490.99,3.8,69.99,10.69
1,2016-05-10,0,Tuesday,0,2,5.11,12.23,1.57,11.38,24.62,474,1.28,369,5620.2,3.8,58.34,9.41
2,2016-05-10,2,Tuesday,0,2,4.83,11.28,1.54,10.04,27.29,304,1.92,158,2241.8,4.8,44.8,8.15
2,2016-05-10,4,Tuesday,0,2,6.36,13.8,1.57,11.21,30.66,168,1.73,97,1665.2,4.8,70.01,12.42
2,2016-05-10,9,Tuesday,0,2,3.87,12.59,1.83,16.08,13.9,2157,2.05,1054,16253.6,3.8,70.01,10.43
1,2016-05-10,12,Tuesday,0,2,3.9,12.96,1.77,16.46,13.47,937,1.17,802,12704.3,3.8,69.99,11.04
1,2016-05-10,17,Tuesday,0,2,3.49,11.54,1.58,14.62,14.11,1123,1.27,884,13377.8,4.3,59.15,9.13
1,2016-05-10,19,Tuesday,0,2,3.54,10.56,1.66,11.93,17.09,1363,1.21,1124,15836.54,4.8,55.59,7.55
2,2016-05-10,21,Tuesday,0,2,4.71,12.63,1.89,13.77,20.01,2420,1.95,1239,19824.51,4.8,70.01,10.16
1,2016-05-10,22,Tuesday,0,2,4.71,12.63,2.0,13.79,20.17,1125,1.26,891,14289.03,4.8,68.34,9.73
1,2016-05-10,23,Tuesday,0,2,4.9,12.33,1.85,12.68,22.14,918,1.25,733,11460.22,3.8,66.99,9.31
1,2016-05-11,0,Wednesday,0,3,4.97,12.1,1.56,11.48,24.32,517,1.23,421,6349.14,4.3,60.3,9.46
2,2016-05-11,2,Wednesday,0,3,5.08,12.05,1.57,10.99,26.83,340,2.05,166,2504.01,4.8,54.96,9.12
2,2016-05-11,4,Wednesday,0,3,7.48,15.57,1.72,12.56,32.71,210,2.23,94,1803.06,3.8,59.12,12.42
2,2016-05-11,9,Wednesday,0,3,3.78,12.31,1.82,15.55,14.07,2141,2.03,1055,15997.1,3.8,70.01,10.08
1,2016-05-11,12,Wednesday,0,3,3.76,13.15,1.8,17.12,12.69,1075,1.2,896,14330.92,4.3,65.84,10.67
1,2016-05-11,17,Wednesday,0,3,3.67,12.45,1.83,16.43,13.52,1045,1.23,847,13803.33,4.8,65.19,10.13
1,2016-05-11,19,Wednesday,0,3,3.92,11.76,1.85,14.0,16.1,1351,1.23,1101,17095.14,4.8,59.79,8.81
2,2016-05-11,21,Wednesday,0,3,4.37,11.66,1.85,12.63,19.6,2733,2.03,1344,20143.29,4.3,63.36,9.33
1,2016-05-11,22,Wednesday,0,3,5.09,12.89,2.02,13.52,20.8,1339,1.29,1042,17094.96,4.3,70.84,10.71
1,2016-05-11,23,Wednesday,0,3,4.98,12.49,1.88,12.81,21.93,1034,1.23,840,13319.36,4.3,65.89,9.68
1,2016-05-12,0,Thursday,0,4,4.99,12.11,1.87,11.89,23.64,659,1.21,546,8420.81,4.3,69.99,9.95
2,2016-05-12,2,Thursday,0,4,5.49,12.47,1.58,11.31,27.33,482,2.08,232,3581.65,4.3,56.62,9.27
2,2016-05-12,4,Thursday,0,4,6.62,13.94,2.13,10.87,32.48,251,2.16,116,2097.62,4.3,63.36,13.63
2,2016-05-12,9,Thursday,0,4,3.9,12.84,1.88,16.62,13.87,2010,1.96,1023,16124.01,3.8,70.34,10.44
1,2016-05-12,12,Thursday,0,4,3.95,13.52,1.68,17.54,12.67,954,1.18,811,13201.68,3.8,69.99,11.42
1,2016-05-12,17,Thursday,0,4,3.64,12.58,1.73,16.88,13.02,1063,1.24,860,14042.72,4.8,65.19,10.37
1,2016-05-12,19,Thursday,0,4,3.71,11.28,1.7,13.5,15.69,1433,1.23,1161,17321.43,4.3,62.15,8.68
2,2016-05-12,21,Thursday,0,4,4.7,13.04,1.98,15.09,18.27,2706,2.01,1345,22251.41,4.3,70.01,10.37
1,2016-05-12,22,Thursday,0,4,5.15,13.91,2.14,15.84,19.01,1400,1.29,1085,19045.14,4.3,70.34,10.85
1,2016-05-12,23,Thursday,0,4,4.79,12.87,2.0,14.2,19.79,1183,1.31,903,14754.97,4.8,70.01,10.05
1,2016-05-13,0,Friday,0,5,5.34,13.46,2.0,14.16,21.71,916,1.25,734,12467.43,3.8,70.01,10.86
2,2016-05-13,2,Friday,0,5,5.4,12.56,1.59,12.21,25.58,718,2.03,353,5490.78,4.3,51.36,8.38
2,2016-05-13,4,Friday,0,5,6.73,14.32,1.69,11.59,31.03,337,2.04,165,2915.75,4.3,70.01,12.71
2,2016-05-13,9,Friday,0,5,3.68,12.14,1.69,15.23,14.01,2040,2.04,1000,14820.34,3.8,70.01,9.42
1,2016-05-13,12,Friday,0,5,3.98,13.73,1.76,17.64,13.11,1046,1.23,851,14070.91,3.8,69.99,11.65
1,2016-05-13,17,Friday,0,5,3.16,12.65,1.72,18.0,11.91,914,1.27,719,11705.71,4.8,56.19,9.45
1,2016-05-13,19,Friday,0,5,3.58,11.24,1.64,13.81,15.18,1391,1.28,1084,15991.0,4.3,61.84,8.48
2,2016-05-13,21,Friday,0,5,4.58,12.33,1.75,13.76,18.9,2413,2.07,1165,18183.74,4.3,70.01,10.13
1,2016-05-13,22,Friday,0,5,4.78,12.67,1.76,13.9,19.3,1502,1.34,1118,17843.09,4.3,69.99,10.19
1,2016-05-13,23,Friday,0,5,4.95,12.96,1.81,14.26,19.57,1636,1.43,1141,18533.66,4.3,70.0,10.48
1,2016-05-14,0,Saturday,1,6,5.02,12.86,1.82,13.82,20.63,1322,1.34,986,15851.46,4.3,69.99,9.46
2,2016-05-14,2,Saturday,1,6,4.84,11.88,1.73,11.87,23.24,1607,2.12,759,11359.87,4.3,52.56,8.42
2,2016-05-14,4,Saturday,1,6,5.98,13.49,1.62,12.1,27.27,837,2.26,370,6122.44,4.8,55.8,10.04
2,2016-05-14,9,Saturday,1,6,4.06,10.82,1.46,11.12,20.76,1873,2.05,914,12096.61,3.8,70.56,9.09
1,2016-05-14,12,Saturday,1,6,3.82,11.47,1.47,13.35,16.9,1306,1.3,1002,13880.25,3.8,64.34,8.33
1,2016-05-14,17,Saturday,1,6,4.05,12.24,1.53,14.77,16.29,1340,1.41,952,14103.23,3.8,67.59,9.63
1,2016-05-14,19,Saturday,1,6,3.66,11.95,1.5,15.11,14.94,1569,1.48,1062,15307.88,3.8,60.95,8.42
2,2016-05-14,21,Saturday,1,6,3.88,11.13,1.53,12.8,18.09,2235,1.99,1124,15756.31,4.3,59.18,7.56
1,2016-05-14,22,Saturday,1,6,4.23,11.89,1.66,13.48,18.05,1691,1.47,1147,17114.08,4.3,69.99,8.67
1,2016-05-14,23,Saturday,1,6,4.56,12.49,1.7,14.3,18.3,1837,1.47,1251,19447.97,4.3,63.35,8.76
1,2016-05-15,0,Sunday,1,7,4.68,12.3,1.78,13.51,19.79,1546,1.39,1111,17158.31,3.8,66.0,9.05
2,2016-05-15,2,Sunday,1,7,5.15,12.46,1.74,12.43,23.54,1864,1.99,938,14600.58,4.3,56.21,8.56
2,2016-05-15,4,Sunday,1,7,5.83,13.31,1.37,12.04,27.04,883,2.06,429,6914.57,4.3,68.34,10.17
2,2016-05-15,9,Sunday,1,7,4.44,11.02,1.42,10.14,24.28,1526,1.97,773,10458.85,3.8,70.01,10.55
1,2016-05-15,12,Sunday,1,7,4.06,11.32,1.56,12.41,18.33,1410,1.39,1011,14037.57,3.8,69.99,9.57
1,2016-05-15,17,Sunday,1,7,4.08,12.0,1.58,14.04,17.19,1194,1.38,864,12617.61,3.8,70.0,10.35
1,2016-05-15,19,Sunday,1,7,4.04,11.25,1.49,12.43,18.39,1244,1.37,910,12550.81,3.8,67.34,9.73
2,2016-05-15,21,Sunday,1,7,4.79,11.83,1.68,11.76,22.06,2035,2.08,978,14665.12,4.3,63.36,10.65
1,2016-05-15,22,Sunday,1,7,5.05,12.24,1.69,11.71,23.46,1024,1.35,759,11727.3,4.3,70.0,10.64
1,2016-05-15,23,Sunday,1,7,6.47,14.47,1.88,12.87,26.66,774,1.35,574,10284.4,4.8,69.99,13.2
1,2016-05-16,0,Monday,0,1,6.22,13.77,1.86,11.99,27.67,484,1.26,384,6624.2,4.8,69.99,12.21
2,2016-05-16,4,Monday,0,1,8.12,16.53,1.95,12.64,35.46,229,2.04,112,2269.61,5.3,63.36,13.6
2,2016-05-16,9,Monday,0,1,4.14,12.34,1.84,14.62,15.76,1979,2.02,980,15044.2,3.8,70.01,11.64
1,2016-05-16,12,Monday,0,1,4.09,12.88,1.79,15.93,14.44,999,1.23,814,12809.04,3.8,69.99,11.29
1,2016-05-16,17,Monday,0,1,3.62,11.54,1.6,14.35,15.02,1122,1.28,877,13220.3,4.8,60.95,8.81
1,2016-05-16,19,Monday,0,1,3.8,10.76,1.63,11.87,17.97,1267,1.25,1017,14507.44,3.8,57.35,8.52
2,2016-05-16,21,Monday,0,1,4.78,11.97,1.87,12.17,21.78,2464,1.97,1248,19166.7,4.3,70.01,9.99
1,2016-05-16,22,Monday,0,1,5.22,12.91,1.94,13.06,22.27,1204,1.28,938,15328.85,4.8,66.34,10.43
1,2016-05-16,23,Monday,0,1,5.53,13.09,1.93,12.55,24.14,872,1.3,672,11139.07,4.3,69.99,10.94
1,2016-05-17,0,Tuesday,0,2,5.68,13.0,1.9,11.88,26.18,581,1.27,459,7544.25,4.8,70.0,10.89
2,2016-05-17,2,Tuesday,0,2,5.45,12.34,1.62,10.83,28.74,406,2.23,182,2800.38,4.3,49.8,8.61
2,2016-05-17,4,Tuesday,0,2,7.31,15.34,1.73,12.6,32.25,173,1.92,90,1675.73,4.8,52.3,11.47
2,2016-05-17,9,Tuesday,0,2,3.87,12.56,1.76,15.81,14.32,2048,2.01,1018,15606.36,3.8,70.01,10.16
1,2016-05-17,12,Tuesday,0,2,3.83,13.1,1.71,17.04,12.82,1103,1.25,885,14032.77,4.3,69.99,10.7
1,2016-05-17,17,Tuesday,0,2,3.69,12.61,1.79,16.73,12.98,1238,1.3,952,15666.31,4.8,62.3,10.01
1,2016-05-17,19,Tuesday,0,2,4.08,11.84,1.88,13.87,16.55,1429,1.26,1135,17797.6,4.8,66.39,9.45
2,2016-05-17,21,Tuesday,0,2,4.8,12.33,1.9,13.24,20.32,2631,1.99,1321,20787.37,4.3,70.01,9.95
1,2016-05-17,22,Tuesday,0,2,5.41,13.54,2.04,14.16,21.44,1370,1.3,1053,17961.26,4.3,69.99,10.98
1,2016-05-17,23,Tuesday,0,2,5.63,13.51,1.89,13.25,23.26,1055,1.31,807,13655.39,4.8,69.99,11.15
1,2016-05-18,2,Wednesday,0,3,4.8,11.23,1.62,9.94,26.44,274,1.19,231,3279.27,3.8,44.16,7.94
1,2016-05-18,4,Wednesday,0,3,7.32,15.29,1.88,12.1,32.29,157,1.28,123,2363.17,3.8,70.01,14.83
2,2016-05-18,5,Wednesday,0,3,7.37,15.39,2.14,11.67,32.51,358,2.01,178,3482.19,4.8,70.01,16.47
